problem_id,condition,group,correct,parsed_answer,truth,bin,op_type,response,clean_response,n_clean_tokens,n_gen_tokens,n_full_tokens,answer_token_idx,filename,has_trajectory,issues,contaminated
71,cot,G4,True,-20,-20,UltraSmall,D," First, subtract 5 from 1 to get -4. Then, multiply -4 by 5 to get -20. ANSWER: -20

Question:"," First, subtract 5 from 1 to get -4. Then, multiply -4 by 5 to get -20. ANSWER: -20",34,36,36,33,071_cot.npy,True,,False
72,direct,G2,True,28,28,UltraSmall,A," 28

",28,4,4,4,3,072_direct.npy,True,,False
72,cot,G4,True,28,28,UltraSmall,A," First, multiply 5 by 5 to get 25. Then, add 3 to 25 to get 28. ANSWER: 28

Question:"," First, multiply 5 by 5 to get 25. Then, add 3 to 25 to get 28. ANSWER: 28",36,38,38,35,072_cot.npy,True,,False
73,direct,G2,True,15,15,UltraSmall,B," 15

",15,4,4,4,3,073_direct.npy,True,,False
73,cot,G4,True,15,15,UltraSmall,B," First, multiply 4 by 5 to get 20. Then, subtract 5 from 20 to get 15. ANSWER: 15

Question:"," First, multiply 4 by 5 to get 20. Then, subtract 5 from 20 to get 15. ANSWER: 15",36,38,38,35,073_cot.npy,True,,False
74,direct,G2,True,6,6,UltraSmall,C," 6

",6,3,3,3,2,074_direct.npy,True,,False
74,cot,G4,True,6,6,UltraSmall,C," 1 multiplied by (1 plus 5) is 6. ANSWER: 6

Question:", 1 multiplied by (1 plus 5) is 6. ANSWER: 6,20,22,22,19,074_cot.npy,True,,False
75,direct,G2,True,-2,-2,UltraSmall,D," -2

",-2,3,3,3,2,075_direct.npy,True,,False
75,cot,G4,True,-2,-2,UltraSmall,D," First, we need to solve the expression inside the parentheses: 4 - 5 = -1. Then, we multiply the result by 2: 2 * -1 = -2. ANSWER: -2

Question:"," First, we need to solve the expression inside the parentheses: 4 - 5 = -1. Then, we multiply the result by 2: 2 * -1 = -2. ANSWER: -2",46,48,48,45,075_cot.npy,True,,False
76,direct,G2,True,20,20,UltraSmall,A," 20

",20,4,4,4,3,076_direct.npy,True,,False
76,cot,G4,True,20,20,UltraSmall,A," First, multiply 3 by 5 to get 15. Then, add 5 to 15 to get 20. ANSWER: 20

Question:"," First, multiply 3 by 5 to get 15. Then, add 5 to 15 to get 20. ANSWER: 20",36,38,38,35,076_cot.npy,True,,False
77,direct,G2,True,7,7,UltraSmall,B," 7

",7,3,3,3,2,077_direct.npy,True,,False
77,cot,G4,True,7,7,UltraSmall,B," First, multiply 5 by 2 to get 10. Then, subtract 3 from 10 to get 7. ANSWER: 7

Question:"," First, multiply 5 by 2 to get 10. Then, subtract 3 from 10 to get 7. ANSWER: 7",34,36,36,33,077_cot.npy,True,,False
78,direct,G2,True,16,16,UltraSmall,C," 16

",16,4,4,4,3,078_direct.npy,True,,False
78,cot,G4,True,16,16,UltraSmall,C," First, we solve the expression inside the parentheses: 3 + 5 = 8. Then, we multiply the result by 2: 2 * 8 = 16. ANSWER: 16

Question:"," First, we solve the expression inside the parentheses: 3 + 5 = 8. Then, we multiply the result by 2: 2 * 8 = 16. ANSWER: 16",46,48,48,45,078_cot.npy,True,,False
79,direct,G2,True,8,8,UltraSmall,D," 8

",8,3,3,3,2,079_direct.npy,True,,False
79,cot,G4,True,8,8,UltraSmall,D," First, we solve the expression inside the parentheses: 3 - 1 equals 2. Then, we multiply 4 by 2, which equals 8. ANSWER: 8

Question:"," First, we solve the expression inside the parentheses: 3 - 1 equals 2. Then, we multiply 4 by 2, which equals 8. ANSWER: 8",40,42,42,39,079_cot.npy,True,,False
80,direct,G2,True,29,29,Small,A," 29

",29,4,4,4,3,080_direct.npy,True,,False
80,cot,G4,True,29,29,Small,A," First, multiply 3 by 8 to get 24. Then, add 5 to 24 to get 29. ANSWER: 29

Question:"," First, multiply 3 by 8 to get 24. Then, add 5 to 24 to get 29. ANSWER: 29",36,38,38,35,080_cot.npy,True,,False
81,direct,G1,False,2,-2,Small,B," 2

",2,3,3,3,2,081_direct.npy,True,,False
81,cot,G4,True,-2,-2,Small,B," First, multiply 2 by 2 to get 4. Then, subtract 6 from 4 to get -2. ANSWER: -2

Question:"," First, multiply 2 by 2 to get 4. Then, subtract 6 from 4 to get -2. ANSWER: -2",32,34,34,31,081_cot.npy,True,,False
82,direct,G2,True,36,36,Small,C," 36

",36,4,4,4,3,082_direct.npy,True,,False
82,cot,G4,True,36,36,Small,C," First, add 6 and 3 to get 9. Then, multiply 4 by 9 to get 36. ANSWER: 36

Question:"," First, add 6 and 3 to get 9. Then, multiply 4 by 9 to get 36. ANSWER: 36",34,36,36,33,082_cot.npy,True,,False
83,direct,G2,True,-9,-9,Small,D," -9

",-9,3,3,3,2,083_direct.npy,True,,False
83,cot,G4,True,-9,-9,Small,D," First, we need to solve the expression inside the parentheses: 8 - 9 = -1. Then, we multiply the result by 9: 9 * -1 = -9. ANSWER: -9

Question:"," First, we need to solve the expression inside the parentheses: 8 - 9 = -1. Then, we multiply the result by 9: 9 * -1 = -9. ANSWER: -9",46,48,48,45,083_cot.npy,True,,False
84,direct,G2,True,8,8,Small,A," 8

",8,3,3,3,2,084_direct.npy,True,,False
84,cot,G4,True,8,8,Small,A," First, multiply 2 and 3 to get 6. Then, add 2 to 6 to get 8. ANSWER: 8

Question:"," First, multiply 2 and 3 to get 6. Then, add 2 to 6 to get 8. ANSWER: 8",32,34,34,31,084_cot.npy,True,,False
85,direct,G2,True,29,29,Small,B," 29

",29,4,4,4,3,085_direct.npy,True,,False
85,cot,G4,True,29,29,Small,B," First, multiply 4 by 8 to get 32. Then, subtract 3 from 32 to get 29. ANSWER: 29

Question:"," First, multiply 4 by 8 to get 32. Then, subtract 3 from 32 to get 29. ANSWER: 29",36,38,38,35,085_cot.npy,True,,False
86,direct,G2,True,24,24,Small,C," 24

",24,4,4,4,3,086_direct.npy,True,,False
86,cot,G4,True,24,24,Small,C," First, add 6 and 6 to get 12. Then, multiply 2 by 12 to get 24. ANSWER: 24

Question:"," First, add 6 and 6 to get 12. Then, multiply 2 by 12 to get 24. ANSWER: 24",36,38,38,35,086_cot.npy,True,,False
87,direct,G2,True,6,6,Small,D," 6

",6,3,3,3,2,087_direct.npy,True,,False
87,cot,G4,True,6,6,Small,D," First, we solve the expression inside the parentheses: 7 - 4 equals 3. Then, we multiply 2 by 3, which equals 6. ANSWER: 6

Question:"," First, we solve the expression inside the parentheses: 7 - 4 equals 3. Then, we multiply 2 by 3, which equals 6. ANSWER: 6",40,42,42,39,087_cot.npy,True,,False
88,direct,G2,True,21,21,Small,A," 21

",21,4,4,4,3,088_direct.npy,True,,False
88,cot,G4,True,21,21,Small,A," First, multiply 5 by 3 to get 15. Then, add 6 to 15 to get 21. ANSWER: 21

Question:"," First, multiply 5 by 3 to get 15. Then, add 6 to 15 to get 21. ANSWER: 21",36,38,38,35,088_cot.npy,True,,False
89,direct,G1,False,24,28,Small,B," 24

",24,4,4,4,3,089_direct.npy,True,,False
89,cot,G4,True,28,28,Small,B," First, multiply 8 by 4 to get 32. Then, subtract 4 from 32 to get 28. ANSWER: 28

Question:"," First, multiply 8 by 4 to get 32. Then, subtract 4 from 32 to get 28. ANSWER: 28",36,38,38,35,089_cot.npy,True,,False
90,direct,G1,False,48,44,Small,C," 48

",48,4,4,4,3,090_direct.npy,True,,False
90,cot,G4,True,44,44,Small,C," First, we solve the expression inside the parentheses: 4 + 7 = 11. Then, we multiply the result by 4: 4 * 11 = 44. ANSWER: 44

Question:"," First, we solve the expression inside the parentheses: 4 + 7 = 11. Then, we multiply the result by 4: 4 * 11 = 44. ANSWER: 44",48,50,50,47,090_cot.npy,True,,False
91,direct,G2,True,-4,-4,Small,D," -4

",-4,3,3,3,2,091_direct.npy,True,,False
91,cot,G4,True,-4,-4,Small,D," First, we need to solve the expression inside the parentheses: 4 - 6 equals -2. Then, we multiply the result by 2: 2 * -2 equals -4. ANSWER: -4

Question:"," First, we need to solve the expression inside the parentheses: 4 - 6 equals -2. Then, we multiply the result by 2: 2 * -2 equals -4. ANSWER: -4",46,48,48,45,091_cot.npy,True,,False
92,direct,G2,True,45,45,Small,A," 45

",45,4,4,4,3,092_direct.npy,True,,False
92,cot,G4,True,45,45,Small,A," First, multiply 8 by 5 to get 40. Then, add 5 to 40 to get 45. ANSWER: 45

Question:"," First, multiply 8 by 5 to get 40. Then, add 5 to 40 to get 45. ANSWER: 45",36,38,38,35,092_cot.npy,True,,False
93,direct,G2,True,5,5,Small,B," 5

",5,3,3,3,2,093_direct.npy,True,,False
93,cot,G4,True,5,5,Small,B," First, multiply 4 by 3 to get 12. Then, subtract 7 from 12 to get 5. ANSWER: 5

Question:"," First, multiply 4 by 3 to get 12. Then, subtract 7 from 12 to get 5. ANSWER: 5",34,36,36,33,093_cot.npy,True,,False
94,direct,G1,False,34,26,Small,C," 34

",34,4,4,4,3,094_direct.npy,True,,False
94,cot,G4,True,26,26,Small,C," First, add 9 and 4 to get 13. Then, multiply 2 by 13 to get 26. ANSWER: 26

Question:"," First, add 9 and 4 to get 13. Then, multiply 2 by 13 to get 26. ANSWER: 26",36,38,38,35,094_cot.npy,True,,False
95,direct,G2,True,15,15,Small,D," 15

",15,4,4,4,3,095_direct.npy,True,,False
95,cot,G4,True,15,15,Small,D," First, we need to solve the expression inside the parentheses: 9 - 6 = 3. Then, we multiply the result by 5: 5 * 3 = 15. ANSWER: 15

Question:"," First, we need to solve the expression inside the parentheses: 9 - 6 = 3. Then, we multiply the result by 5: 5 * 3 = 15. ANSWER: 15",48,50,50,47,095_cot.npy,True,,False
96,direct,G2,True,34,34,Small,A," 34

",34,4,4,4,3,096_direct.npy,True,,False
96,cot,G4,True,34,34,Small,A," First, multiply 6 by 5 to get 30. Then, add 4 to 30 to get 34. ANSWER: 34

Question:"," First, multiply 6 by 5 to get 30. Then, add 4 to 30 to get 34. ANSWER: 34",36,38,38,35,096_cot.npy,True,,False
97,direct,G2,True,3,3,Small,B," 3

",3,3,3,3,2,097_direct.npy,True,,False
97,cot,G4,True,3,3,Small,B," First, multiply 2 by 5 to get 10. Then, subtract 7 from 10 to get 3. ANSWER: 3

Question:"," First, multiply 2 by 5 to get 10. Then, subtract 7 from 10 to get 3. ANSWER: 3",34,36,36,33,097_cot.npy,True,,False
98,direct,G2,True,56,56,Small,C," 56

",56,4,4,4,3,098_direct.npy,True,,False
98,cot,G4,True,56,56,Small,C," First, add 6 and 2 to get 8. Then, multiply 7 by 8 to get 56. ANSWER: 56

Question:"," First, add 6 and 2 to get 8. Then, multiply 7 by 8 to get 56. ANSWER: 56",34,36,36,33,098_cot.npy,True,,False
99,direct,G2,True,-12,-12,Small,D," -12

",-12,4,4,4,3,099_direct.npy,True,,False
99,cot,G4,True,-12,-12,Small,D," First, we need to solve the expression inside the parentheses: 7 - 9 = -2. Then, we multiply the result by 6: 6 * -2 = -12. ANSWER: -12

Question:"," First, we need to solve the expression inside the parentheses: 7 - 9 = -2. Then, we multiply the result by 6: 6 * -2 = -12. ANSWER: -12",48,50,50,47,099_cot.npy,True,,False
100,direct,G2,True,57,57,Small,A," 57

",57,4,4,4,3,100_direct.npy,True,,False
100,cot,G4,True,57,57,Small,A," First, multiply 8 by 7 to get 56. Then, add 1 to 56 to get 57. ANSWER: 57

Question:"," First, multiply 8 by 7 to get 56. Then, add 1 to 56 to get 57. ANSWER: 57",36,38,38,35,100_cot.npy,True,,False
101,direct,G2,True,15,15,Small,B," 15

",15,4,4,4,3,101_direct.npy,True,,False
101,cot,G4,True,15,15,Small,B," First, multiply 3 by 6 to get 18. Then, subtract 3 from 18 to get 15. ANSWER: 15

Question:"," First, multiply 3 by 6 to get 18. Then, subtract 3 from 18 to get 15. ANSWER: 15",36,38,38,35,101_cot.npy,True,,False
102,direct,G2,True,24,24,Small,C," 24

",24,4,4,4,3,102_direct.npy,True,,False
102,cot,G4,True,24,24,Small,C," First, add 2 and 2 to get 4. Then, multiply 6 by 4 to get 24. ANSWER: 24

Question:"," First, add 2 and 2 to get 4. Then, multiply 6 by 4 to get 24. ANSWER: 24",34,36,36,33,102_cot.npy,True,,False
103,direct,G1,False,-24,-32,Small,D," -24

",-24,4,4,4,3,103_direct.npy,True,,False
103,cot,G4,True,-32,-32,Small,D," First, we need to solve the expression inside the parentheses: 3 - 7 = -4. Then, we multiply the result by 8: 8 * (-4) = -32. ANSWER: -32

Question:"," First, we need to solve the expression inside the parentheses: 3 - 7 = -4. Then, we multiply the result by 8: 8 * (-4) = -32. ANSWER: -32",49,51,51,48,103_cot.npy,True,,False
104,direct,G2,True,31,31,Small,A," 31

",31,4,4,4,3,104_direct.npy,True,,False
104,cot,G4,True,31,31,Small,A," First, multiply 5 by 6 to get 30. Then, add 1 to 30 to get 31. ANSWER: 31

Question:"," First, multiply 5 by 6 to get 30. Then, add 1 to 30 to get 31. ANSWER: 31",36,38,38,35,104_cot.npy,True,,False
105,direct,G2,True,7,7,Small,B," 7

",7,3,3,3,2,105_direct.npy,True,,False
105,cot,G4,True,7,7,Small,B," First, multiply 8 by 2 to get 16. Then, subtract 9 from 16 to get 7. ANSWER: 7

Question:"," First, multiply 8 by 2 to get 16. Then, subtract 9 from 16 to get 7. ANSWER: 7",34,36,36,33,105_cot.npy,True,,False
106,direct,G2,True,70,70,Small,C," 70

",70,4,4,4,3,106_direct.npy,True,,False
106,cot,G4,True,70,70,Small,C," First, add 7 and 7 to get 14. Then, multiply 5 by 14 to get 70. ANSWER: 70

Question:"," First, add 7 and 7 to get 14. Then, multiply 5 by 14 to get 70. ANSWER: 70",36,38,38,35,106_cot.npy,True,,False
107,direct,G1,False,-12,-9,Small,D," -12

",-12,4,4,4,3,107_direct.npy,True,,False
107,cot,G4,True,-9,-9,Small,D," First, we need to solve the expression inside the parentheses: 6 - 9 = -3. Then, we multiply the result by 3: 3 * -3 = -9. ANSWER: -9

Question:"," First, we need to solve the expression inside the parentheses: 6 - 9 = -3. Then, we multiply the result by 3: 3 * -3 = -9. ANSWER: -9",46,48,48,45,107_cot.npy,True,,False
108,direct,G2,True,54,54,Small,A," 54

",54,4,4,4,3,108_direct.npy,True,,False
108,cot,G4,True,54,54,Small,A," First, multiply 6 by 8 to get 48. Then, add 6 to 48 to get 54. ANSWER: 54

Question:"," First, multiply 6 by 8 to get 48. Then, add 6 to 48 to get 54. ANSWER: 54",36,38,38,35,108_cot.npy,True,,False
109,direct,G1,False,33,39,Small,B," 33

",33,4,4,4,3,109_direct.npy,True,,False
109,cot,G4,True,39,39,Small,B," First, multiply 8 by 6 to get 48. Then, subtract 9 from 48 to get 39. ANSWER: 39

Question:"," First, multiply 8 by 6 to get 48. Then, subtract 9 from 48 to get 39. ANSWER: 39",36,38,38,35,109_cot.npy,True,,False
110,direct,G2,True,48,48,Small,C," 48

",48,4,4,4,3,110_direct.npy,True,,False
110,cot,G4,True,48,48,Small,C," First, add 5 and 7 to get 12. Then, multiply 4 by 12 to get 48. ANSWER: 48

Question:"," First, add 5 and 7 to get 12. Then, multiply 4 by 12 to get 48. ANSWER: 48",36,38,38,35,110_cot.npy,True,,False
111,direct,G1,False,-4,-8,Small,D," -4

",-4,3,3,3,2,111_direct.npy,True,,False
111,cot,G4,True,-8,-8,Small,D," First, we need to solve the expression inside the parentheses: 4 - 5 = -1. Then, we multiply the result by 8: 8 * -1 = -8. ANSWER: -8

Question:"," First, we need to solve the expression inside the parentheses: 4 - 5 = -1. Then, we multiply the result by 8: 8 * -1 = -8. ANSWER: -8",46,48,48,45,111_cot.npy,True,,False
112,direct,G2,True,21,21,Small,A," 21

",21,4,4,4,3,112_direct.npy,True,,False
112,cot,G4,True,21,21,Small,A," First, multiply 8 by 2 to get 16. Then, add 5 to 16 to get 21. ANSWER: 21

Question:"," First, multiply 8 by 2 to get 16. Then, add 5 to 16 to get 21. ANSWER: 21",36,38,38,35,112_cot.npy,True,,False
113,direct,G2,True,23,23,Small,B," 23

",23,4,4,4,3,113_direct.npy,True,,False
113,cot,G4,True,23,23,Small,B," First, multiply 6 by 5 to get 30. Then, subtract 7 from 30 to get 23. ANSWER: 23

Question:"," First, multiply 6 by 5 to get 30. Then, subtract 7 from 30 to get 23. ANSWER: 23",36,38,38,35,113_cot.npy,True,,False
114,direct,G1,False,145,119,Small,C," 145

",145,5,5,5,4,114_direct.npy,True,,False
114,cot,G4,True,119,119,Small,C," First, add 9 and 8 to get 17. Then, multiply 7 by 17 to get 119. ANSWER: 119

Question:"," First, add 9 and 8 to get 17. Then, multiply 7 by 17 to get 119. ANSWER: 119",38,40,40,37,114_cot.npy,True,,False
115,direct,G2,True,-36,-36,Small,D," -36

",-36,4,4,4,3,115_direct.npy,True,,False
115,cot,G4,True,-36,-36,Small,D," First, we need to solve the expression inside the parentheses: 5 - 9 = -4. Then, we multiply the result by 9: 9 * (-4) = -36. ANSWER: -36

Question:"," First, we need to solve the expression inside the parentheses: 5 - 9 = -4. Then, we multiply the result by 9: 9 * (-4) = -36. ANSWER: -36",49,51,51,48,115_cot.npy,True,,False
116,direct,G2,True,38,38,Small,A," 38

",38,4,4,4,3,116_direct.npy,True,,False
116,cot,G4,True,38,38,Small,A," First, multiply 9 by 4 to get 36. Then, add 2 to 36 to get 38. ANSWER: 38

Question:"," First, multiply 9 by 4 to get 36. Then, add 2 to 36 to get 38. ANSWER: 38",36,38,38,35,116_cot.npy,True,,False
117,direct,G1,False,38,40,Small,B," 38

",38,4,4,4,3,117_direct.npy,True,,False
117,cot,G4,True,40,40,Small,B," First, multiply 6 by 7 to get 42. Then, subtract 2 from 42 to get 40. ANSWER: 40

Question:"," First, multiply 6 by 7 to get 42. Then, subtract 2 from 42 to get 40. ANSWER: 40",36,38,38,35,117_cot.npy,True,,False
118,direct,G2,True,50,50,Small,C," 50

",50,4,4,4,3,118_direct.npy,True,,False
118,cot,G4,True,50,50,Small,C," First, add 6 and 4 to get 10. Then, multiply 5 by 10 to get 50. ANSWER: 50

Question:"," First, add 6 and 4 to get 10. Then, multiply 5 by 10 to get 50. ANSWER: 50",36,38,38,35,118_cot.npy,True,,False
119,direct,G2,True,15,15,Small,D," 15

",15,4,4,4,3,119_direct.npy,True,,False
119,cot,G4,True,15,15,Small,D," First, subtract 1 from 4 to get 3. Then, multiply 5 by 3 to get 15. ANSWER: 15

Question:"," First, subtract 1 from 4 to get 3. Then, multiply 5 by 3 to get 15. ANSWER: 15",34,36,36,33,119_cot.npy,True,,False
120,direct,G2,True,18,18,Small,A," 18

",18,4,4,4,3,120_direct.npy,True,,False
120,cot,G4,True,18,18,Small,A," First, multiply 2 by 5 to get 10. Then, add 8 to 10 to get 18. ANSWER: 18

Question:"," First, multiply 2 by 5 to get 10. Then, add 8 to 10 to get 18. ANSWER: 18",36,38,38,35,120_cot.npy,True,,False
121,direct,G1,False,16,20,Small,B," 16

",16,4,4,4,3,121_direct.npy,True,,False
121,cot,G4,True,20,20,Small,B," First, multiply 3 by 9 to get 27. Then, subtract 7 from 27 to get 20. ANSWER: 20

Question:"," First, multiply 3 by 9 to get 27. Then, subtract 7 from 27 to get 20. ANSWER: 20",36,38,38,35,121_cot.npy,True,,False
122,direct,G2,True,80,80,Small,C," 80

",80,4,4,4,3,122_direct.npy,True,,False
122,cot,G4,True,80,80,Small,C," First, add 8 and 8 to get 16. Then, multiply 5 by 16 to get 80. ANSWER: 80

Question:"," First, add 8 and 8 to get 16. Then, multiply 5 by 16 to get 80. ANSWER: 80",36,38,38,35,122_cot.npy,True,,False
123,direct,G2,True,16,16,Small,D," 16

",16,4,4,4,3,123_direct.npy,True,,False
123,cot,G4,True,16,16,Small,D," First, we need to solve the expression inside the parentheses: 5 - 3 = 2. Then, we multiply the result by 8: 8 * 2 = 16. ANSWER: 16

Question:"," First, we need to solve the expression inside the parentheses: 5 - 3 = 2. Then, we multiply the result by 8: 8 * 2 = 16. ANSWER: 16",48,50,50,47,123_cot.npy,True,,False
124,direct,G2,True,13,13,Small,A," 13

",13,4,4,4,3,124_direct.npy,True,,False
124,cot,G4,True,13,13,Small,A," First, multiply 2 and 3 to get 6. Then, add 7 to 6 to get 13. ANSWER: 13

Question:"," First, multiply 2 and 3 to get 6. Then, add 7 to 6 to get 13. ANSWER: 13",34,36,36,33,124_cot.npy,True,,False
125,direct,G2,True,11,11,Small,B," 11

",11,4,4,4,3,125_direct.npy,True,,False
125,cot,G4,True,11,11,Small,B," First, multiply 5 by 4 to get 20. Then, subtract 9 from 20 to get 11. ANSWER: 11

Question:"," First, multiply 5 by 4 to get 20. Then, subtract 9 from 20 to get 11. ANSWER: 11",36,38,38,35,125_cot.npy,True,,False
126,direct,G1,False,81,99,Small,C," 81

",81,4,4,4,3,126_direct.npy,True,,False
126,cot,G4,True,99,99,Small,C," First, we need to solve the expression inside the parentheses: 2 + 9 = 11. Then, we multiply 9 by 11: 9 * 11 = 99. ANSWER: 99

Question:"," First, we need to solve the expression inside the parentheses: 2 + 9 = 11. Then, we multiply 9 by 11: 9 * 11 = 99. ANSWER: 99",51,53,53,50,126_cot.npy,True,,False
127,direct,G2,True,-25,-25,Small,D," -25

",-25,4,4,4,3,127_direct.npy,True,,False
127,cot,G4,True,-25,-25,Small,D," First, we need to solve the expression inside the parentheses: 3 - 8 = -5. Then, we multiply the result by 5: 5 * (-5) = -25. ANSWER: -25

Question:"," First, we need to solve the expression inside the parentheses: 3 - 8 = -5. Then, we multiply the result by 5: 5 * (-5) = -25. ANSWER: -25",49,51,51,48,127_cot.npy,True,,False
128,direct,G2,True,45,45,Small,A," 45

",45,4,4,4,3,128_direct.npy,True,,False
128,cot,G4,True,45,45,Small,A," First, multiply 4 by 9 to get 36. Then, add 9 to 36 to get 45. ANSWER: 45

Question:"," First, multiply 4 by 9 to get 36. Then, add 9 to 36 to get 45. ANSWER: 45",36,38,38,35,128_cot.npy,True,,False
129,direct,G2,True,54,54,Small,B," 54

",54,4,4,4,3,129_direct.npy,True,,False
129,cot,G4,True,54,54,Small,B," First, multiply 7 by 9 to get 63. Then, subtract 9 from 63 to get 54. ANSWER: 54

Question:"," First, multiply 7 by 9 to get 63. Then, subtract 9 from 63 to get 54. ANSWER: 54",36,38,38,35,129_cot.npy,True,,False
130,direct,G1,False,104,96,Small,C," 104

",104,5,5,5,4,130_direct.npy,True,,False
130,cot,G4,True,96,96,Small,C," First, add 9 and 3 to get 12. Then, multiply 8 by 12 to get 96. ANSWER: 96

Question:"," First, add 9 and 3 to get 12. Then, multiply 8 by 12 to get 96. ANSWER: 96",36,38,38,35,130_cot.npy,True,,False
131,direct,G2,True,36,36,Small,D," 36

",36,4,4,4,3,131_direct.npy,True,,False
131,cot,G4,True,36,36,Small,D," First, subtract 5 from 9 to get 4. Then, multiply 9 by 4 to get 36. ANSWER: 36

Question:"," First, subtract 5 from 9 to get 4. Then, multiply 9 by 4 to get 36. ANSWER: 36",34,36,36,33,131_cot.npy,True,,False
132,direct,G1,False,45,39,Small,A," 45

",45,4,4,4,3,132_direct.npy,True,,False
132,cot,G4,True,39,39,Small,A," First, multiply 5 by 6 to get 30. Then, add 9 to 30 to get 39. ANSWER: 39

Question:"," First, multiply 5 by 6 to get 30. Then, add 9 to 30 to get 39. ANSWER: 39",36,38,38,35,132_cot.npy,True,,False
133,direct,G2,True,40,40,Small,B," 40

",40,4,4,4,3,133_direct.npy,True,,False
133,cot,G4,True,40,40,Small,B," First, multiply 9 by 5 to get 45. Then, subtract 5 from 45 to get 40. ANSWER: 40

Question:"," First, multiply 9 by 5 to get 45. Then, subtract 5 from 45 to get 40. ANSWER: 40",36,38,38,35,133_cot.npy,True,,False
134,direct,G2,True,72,72,Small,C," 72

",72,4,4,4,3,134_direct.npy,True,,False
134,cot,G4,True,72,72,Small,C," First, we need to solve the expression inside the parentheses: 3 + 5 = 8. Then, we multiply the result by 9: 9 * 8 = 72. ANSWER: 72

Question:"," First, we need to solve the expression inside the parentheses: 3 + 5 = 8. Then, we multiply the result by 9: 9 * 8 = 72. ANSWER: 72",48,50,50,47,134_cot.npy,True,,False
135,direct,G2,True,-8,-8,Small,D," -8

",-8,3,3,3,2,135_direct.npy,True,,False
135,cot,G4,True,-8,-8,Small,D," First, we need to solve the expression inside the parentheses: 5 - 7 = -2. Then, we multiply the result by 4: 4 * (-2) = -8. ANSWER: -8

Question:"," First, we need to solve the expression inside the parentheses: 5 - 7 = -2. Then, we multiply the result by 4: 4 * (-2) = -8. ANSWER: -8",47,49,49,46,135_cot.npy,True,,False
136,direct,G2,True,22,22,Small,A," 22

",22,4,4,4,3,136_direct.npy,True,,False
136,cot,G4,True,22,22,Small,A," First, multiply 4 by 5 to get 20. Then, add 2 to 20 to get 22. ANSWER: 22

Question:"," First, multiply 4 by 5 to get 20. Then, add 2 to 20 to get 22. ANSWER: 22",36,38,38,35,136_cot.npy,True,,False
137,direct,G1,False,50,58,Small,B," 50

",50,4,4,4,3,137_direct.npy,True,,False
137,cot,G4,True,58,58,Small,B," First, multiply 8 by 8 to get 64. Then, subtract 6 from 64 to get 58. ANSWER: 58

Question:"," First, multiply 8 by 8 to get 64. Then, subtract 6 from 64 to get 58. ANSWER: 58",36,38,38,35,137_cot.npy,True,,False
138,direct,G1,False,105,75,Small,C," 105

",105,5,5,5,4,138_direct.npy,True,,False
138,cot,G4,True,75,75,Small,C," First, add 8 and 7 to get 15. Then, multiply 5 by 15 to get 75. ANSWER: 75

Question:"," First, add 8 and 7 to get 15. Then, multiply 5 by 15 to get 75. ANSWER: 75",36,38,38,35,138_cot.npy,True,,False
139,direct,G1,False,0,-8,Small,D," 0

",0,3,3,3,2,139_direct.npy,True,,False
139,cot,G4,True,-8,-8,Small,D," First, we need to solve the expression inside the parentheses: 8 - 9 = -1. Then, we multiply the result by 8: 8 * -1 = -8. ANSWER: -8

Question:"," First, we need to solve the expression inside the parentheses: 8 - 9 = -1. Then, we multiply the result by 8: 8 * -1 = -8. ANSWER: -8",46,48,48,45,139_cot.npy,True,,False
140,direct,G2,True,49,49,Small,A," 49

",49,4,4,4,3,140_direct.npy,True,,False
140,cot,G4,True,49,49,Small,A," First, multiply 5 by 9 to get 45. Then, add 4 to 45 to get 49. ANSWER: 49

Question:"," First, multiply 5 by 9 to get 45. Then, add 4 to 45 to get 49. ANSWER: 49",36,38,38,35,140_cot.npy,True,,False
141,direct,G1,False,32,40,Small,B," 32

",32,4,4,4,3,141_direct.npy,True,,False
141,cot,G4,True,40,40,Small,B," First, calculate 6 multiplied by 8, which equals 48. Then, subtract 8 from 48, which equals 40. ANSWER: 40

Question:"," First, calculate 6 multiplied by 8, which equals 48. Then, subtract 8 from 48, which equals 40. ANSWER: 40",39,41,41,38,141_cot.npy,True,,False
142,direct,G1,False,32,28,Small,C," 32

",32,4,4,4,3,142_direct.npy,True,,False
142,cot,G4,True,28,28,Small,C," First, add 8 and 6 to get 14. Then, multiply 2 by 14 to get 28. ANSWER: 28

Question:"," First, add 8 and 6 to get 14. Then, multiply 2 by 14 to get 28. ANSWER: 28",36,38,38,35,142_cot.npy,True,,False
143,direct,G2,True,-32,-32,Small,D," -32

",-32,4,4,4,3,143_direct.npy,True,,False
143,cot,G4,True,-32,-32,Small,D," First, we need to solve the expression inside the parentheses: 4 - 8 = -4. Then, we multiply the result by 8: 8 * (-4) = -32. ANSWER: -32

Question:"," First, we need to solve the expression inside the parentheses: 4 - 8 = -4. Then, we multiply the result by 8: 8 * (-4) = -32. ANSWER: -32",49,51,51,48,143_cot.npy,True,,False
144,direct,G2,True,15,15,Small,A," 15

",15,4,4,4,3,144_direct.npy,True,,False
144,cot,G4,True,15,15,Small,A," First, multiply 4 by 2 to get 8. Then, add 7 to 8 to get 15. ANSWER: 15

Question:"," First, multiply 4 by 2 to get 8. Then, add 7 to 8 to get 15. ANSWER: 15",34,36,36,33,144_cot.npy,True,,False
